**Summary**

Anna Karenina, the beautiful and passionate wife of the high‑ranking Petersburg official Alexey Alexandrovitch Karenin, falls in love with the dashing cavalry officer Count Vronsky. Trapped in a loveless marriage and constrained by the rigid social codes of 1870s Russian aristocracy, Anna abandons her husband and her young son Seryozha to live openly with Vronsky. Initially ecstatic, Anna grows increasingly jealous and isolated as society shuns her and Vronsky’s ardor cools. In parallel, Konstantin Levin, a socially awkward landowner, marries Princess Kitty Shtcherbatskaya after surviving romantic disappointment. Levin struggles with faith, modernity, and the meaning of life, eventually finding spiritual peace. Anna, consumed by paranoia and despair, commits suicide by throwing herself under a train. Vronsky, devastated, volunteers for the war in Servia. Karenin raises Seryozha and Anna’s infant daughter. Levin, having discovered faith through lived experience rather than doctrine, finds joy in his family and daily labor.

---

**Author**

**Leo Tolstoy** (1828–1910) was a Russian novelist, philosopher, and moral thinker, universally regarded as one of the greatest writers in world literature. Born into an old aristocratic family at Yasnaya Polyana, he served as an artillery officer in the Crimean War before embarking on a literary career. His early masterpieces, *War and Peace* (1869) and *Anna Karenina* (1877), established his reputation for unparalleled psychological realism, epic scope, and deep moral seriousness. After completing *Anna Karenina*, Tolstoy underwent a profound spiritual crisis that led him to reject organized religion, private property, and his own earlier works in favor of a radical Christian anarchism. His later writings, including *The Death of Ivan Ilyich* (1886) and *Resurrection* (1899), reflect these beliefs. Tolstoy’s influence on twentieth‑century literature, from James Joyce to Virginia Woolf to Thomas Mann, is immeasurable.

---

**Importance**

*Anna Karenina* is widely considered one of the greatest novels ever written. It is the apotheosis of literary realism—a novel that balances intimate psychological portraiture with sweeping social critique, following multiple characters with symphonic coherence. Its opening sentence (“Happy families are all alike; every unhappy family is unhappy in its own way”) has become proverbial. The novel has inspired countless adaptations, including ballets, operas, films, and television series, and its central character remains one of literature’s most complex, sympathetic, and tragic heroines.

---

**Themes**

- Adultery, jealousy, and the destructive power of passion
- The hypocritical moral codes of aristocratic society
- The tension between individual desire and social obligation
- Family happiness (the Oblonskys, the Levins) versus family destruction (the Karenins)
- Faith, doubt, and the search for life’s meaning
- The contrast between city (artificial, corrupt) and country (authentic, life‑giving)
- Modernity, railroads, industrialization, and their discontents
- Forgiveness, both Christian and human
- Death and the fear of death

---

**Message**

Tolstoy presents no simple moral lesson. Anna is not merely punished for adultery—she is destroyed by a society that tolerates the same infidelity in men (Stiva, Vronsky) but condemns women who transgress. Karenin’s initial Christian forgiveness is portrayed as admirable, yet it fails to save Anna or restore their marriage. Levin’s spiritual journey, culminating not in a creed but in a lived sense of goodness, suggests that meaning comes not from abstract philosophy but from loving others and working the land. The novel ultimately affirms that happiness lies not in romantic passion (which burns out) but in family, labor, and an acceptance of life’s mystery. Yet Anna’s tragedy remains fully tragic: she is not a villain but a woman who wanted to live fully, and was crushed for it.

---

## Phases

The following eight phases correspond exactly to the eight parts of the novel as they appear in the attached text. Each phase is a coherent narrative block with its own rising action and resolution.

| Phase | Title | Chapters | Brief Description |
|-------|-------|----------|-------------------|
| **Phase 1** | The Oblonsky Crisis and Anna’s Arrival | Part 1, Ch 1–34 | Introduces the Oblonsky household in chaos after Stiva’s infidelity. Levin arrives in Moscow, proposes to Kitty, and is refused. Vronsky enters. Anna arrives from Petersburg to reconcile Stiva and Dolly. At a ball, Kitty is humiliated when Vronsky dances with Anna. Anna returns to Petersburg, followed by Vronsky. The phase ends with Anna and Vronsky becoming lovers and Anna’s growing revulsion toward her husband. |
| **Phase 2** | Kitty’s Illness and Levin’s Rural Life | Part 2, Ch 1–35 | Kitty falls ill after her humiliation; the Shtcherbatskys go abroad. Levin returns to his estate, throws himself into farming and the spring. He visits his dying brother Nikolay. Meanwhile, Vronsky’s life in Petersburg continues; he enters a horse race. Anna watches, becomes distraught when Vronsky falls, and confesses her love to Karenin. Anna becomes pregnant. The phase ends with Karenin’s internal struggle and Vronsky’s attempted suicide after Karenin’s forgiveness. |
| **Phase 3** | Levin’s Farming and Spiritual Struggles | Part 3, Ch 1–32 | Levin works on his estate and his book on agriculture. He struggles with the meaning of life and his relationship with the peasants. He receives news that Kitty is abroad. He visits his brother Nikolay again, who is dying. The phase focuses on Levin’s inner development and his gradual recovery from romantic disappointment. |
| **Phase 4** | Confession, Forgiveness, and New Beginnings | Part 4, Ch 1–23 | Anna confesses her affair to Karenin. She falls deathly ill after childbirth; Karenin forgives her and Vronsky. Vronsky, humiliated, attempts suicide. Anna recovers but cannot bear Karenin’s forgiveness. Meanwhile, Levin and Kitty reconcile and marry. The phase contains a double resolution: Anna is forgiven but unchanged; Levin finds happiness. |
| **Phase 5** | Marriage and Life Abroad | Part 5, Ch 1–33 | Levin and Kitty marry and struggle through the difficult early months of marriage. Kitty discovers she is pregnant. Anna and Vronsky travel abroad (Italy, then a German town), then return to Russia. Anna is ostracized by society and unable to see her son Seryozha. The phase deepens the contrast between Levin’s domestic joy and Anna’s increasing isolation. |
| **Phase 6** | Country Life and Growing Tension | Part 6, Ch 1–32 | The Levins spend the summer at Pokrovskoe with Kitty’s family and friends. Dolly visits Anna and Vronsky at Vozdvizhenskoe. Anna’s jealousy of Vronsky intensifies. Levin becomes jealous of a visitor, Veslovsky, but reconciles with Kitty. Anna writes to Karenin asking for a divorce. The phase ends with Anna and Vronsky moving to Moscow. |
| **Phase 7** | The Breakdown and Suicide | Part 7, Ch 1–31 | The Levins are in Moscow for Kitty’s confinement. Levin’s spiritual crisis deepens. Kitty gives birth to a son, Dmitri, but Levin feels no expected joy—only terror and pity. Anna and Vronsky’s relationship deteriorates into daily quarrels. After a final fight, Anna commits suicide by throwing herself under a train. The phase contains the novel’s climax and emotional nadir. |
| **Phase 8** | Aftermath and Levin’s Faith | Part 8, Ch 1–19 | The aftermath of Anna’s death: Vronsky, devastated, volunteers for the war in Servia. Karenin takes custody of Anna’s infant daughter. Levin, still tormented by thoughts of death and meaning, overhears a peasant’s simple faith—“to live for God, for the soul”—and experiences a sudden spiritual awakening. He remains a believer in life, not in doctrine, and finds peace in his family and work. The phase resolves Levin’s spiritual search, offering a counterweight to Anna’s tragedy. |

---

Here is the complete chapter‑by‑chapter table for **Part 1** of *Anna Karenina*, based strictly on the original text you attached. Each chapter is assigned to **Phase 1** (The Oblonsky Crisis and Anna’s Arrival). Titles are short (20–30 characters). Categories follow the Effi Briest template.

---

## Part 1, Chapters 1–34

| Ch | Title | Phase | Category | Summary |
| 16 | Anna’s Fears | Phase 6 | Int | Anna tells Dolly she cannot have more children. Dolly is shocked. Anna argues that children would be unhappy bearing a stranger’s name. She feels her position is hopeless without a divorce. |
| 17 | Dolly Drives Home | Phase 6 | Res | Dolly returns home. She feels relieved to leave. The coachman comments that the Vronskys are wealthy but stingy with oats. Dolly defends Anna and Vronsky, saying they are nice people. |
| 18 | Vronsky and Anna Alone | Phase 6 | Int | Vronsky and Anna spend the autumn alone. Their life is comfortable but monotonous. Vronsky becomes interested in provincial elections. Anna feels isolated and jealous. |
| 19 | The Elections Begin | Phase 6 | Exp | Vronsky goes to the provincial elections. He is a new figure in the nobility and enjoys the political maneuvering. He supports the liberal candidate Nevyedovsky. |
| 20 | Vronsky’s Success | Phase 6 | Exp | Vronsky helps Nevyedovsky win the election. He dines with the successful party. He receives a letter from Anna saying their daughter Annie is ill. He decides to return home immediately. |
| 21 | Anna’s Letter | Phase 6 | Comp | Anna’s letter is cold and reproachful. She says Annie is ill and she is losing her mind alone. Vronsky feels the contrast between the festive elections and his burdensome love. He returns home. |
| 22 | Anna’s Jealousy | Phase 6 | Int | Vronsky returns. Anna is both relieved and angry. They have a tense evening. She accuses him of preferring society to her. He reassures her, but she feels a growing estrangement. |
| 23 | Dolly’s Reflections | Phase 6 | Int | Dolly lies in bed after returning from Vronsky’s. She thinks about her own life, her children, and her unhappy marriage. She wonders if Anna was right to follow her heart. |
| 24 | Anna and Vronsky Quarrel | Phase 6 | Comp | Anna and Vronsky quarrel again. She accuses him of hiding things from her. He is irritated by her jealousy. The tension between them is palpable. |
| 25 | Vronsky Leaves for His Mother | Phase 6 | Comp | Vronsky decides to go to his mother’s to sign some deeds. Anna is suspicious. They part coldly. She feels he no longer loves her. |
| 26 | Anna Writes to Karenin | Phase 6 | Int | Anna writes to Karenin asking for a divorce. She knows it is her only chance for legitimacy and peace. She sends the letter and waits anxiously. |
| 27 | Waiting for an Answer | Phase 6 | Int | Anna waits for Karenin’s reply. She is restless and cannot concentrate. She feels her life is suspended. Vronsky is still away. |
| 28 | The Divorce Is Refused | Phase 6 | Comp | Karenin’s answer arrives: he refuses the divorce. Anna is devastated. She realizes she will never be free. Vronsky returns and finds her in despair. |
| 29 | Anna’s Despair Deepens | Phase 6 | Int | Anna tells Vronsky about Karenin’s refusal. He tries to comfort her, but she pushes him away. She feels trapped and begins to blame Vronsky for her misery. |
| 30 | Decision to Go to Moscow | Phase 6 | Comp | Anna and Vronsky decide to leave the country and spend the winter in Moscow. Anna hopes the change will distract her. Vronsky agrees reluctantly. |
| 31 | Preparing for Departure | Phase 6 | Exp | Anna and Vronsky pack for Moscow. Anna is agitated; Vronsky is subdued. The servants sense the tension. They prepare to leave the next day. |
| 32 | Departure for Moscow | Phase 6 | Turn | Anna and Vronsky set off for Moscow. Anna feels a mixture of hope and dread. She does not know that Moscow will be the place of her final destruction. |

---

## Part 7, Chapters 1–31

| Ch | Title | Phase | Category | Summary |
|----|-------|-------|----------|---------|
| 1 | The Levins in Moscow | Phase 7 | Exp | The Levins have been in Moscow for three months waiting for Kitty’s confinement. Levin is bored and out of place in the city. He feels useless and irritable. Kitty is calm and happy. |
| 2 | Levin’s Errands | Phase 7 | Exp | Levin goes out to run errands. He plans to visit Katavasov and then call on the Countess Bola. Kitty reminds him to pay calls. Levin hates the social obligations of city life. |
| 3 | Levin Meets Metrov | Phase 7 | Dig | Levin visits Katavasov and meets Metrov, a famous sociologist. They discuss Levin’s book on agriculture. Metrov is interested but they talk past each other. Levin finds the conversation unsatisfying. |
| 4 | Levin Visits Lvov | Phase 7 | Exp | Levin visits his brother‑in‑law Lvov. They discuss the education of children and the difficulties of parenthood. Lvov is a devoted father. Levin admires his children. |
| 5 | At the Concert | Phase 7 | Dig | Levin attends a concert with his sister‑in‑law. He tries to listen to a new fantasia but finds modern music confusing. He argues with Pestsov about Wagner. He is bored. |
| 6 | Levin Calls on the Bols | Phase 7 | Exp | Levin pays a dull social call on Countess Bola. He sits awkwardly, makes small talk, and leaves. He feels ashamed of the pointless visit. |
| 7 | Levin at the Club | Phase 7 | Exp | Levin goes to the club. He dines with Oblonsky, Turovtsin, and others. He drinks champagne and feels relaxed. He sees Vronsky and they greet each other cordially. |
| 8 | Levin Agrees to Visit Anna | Phase 7 | Comp | Stiva persuades Levin to visit Anna. Levin is reluctant but agrees. He feels he should not go, but Stiva insists. They leave the club together. |
| 9 | Levin at Anna’s | Phase 7 | Int | Levin visits Anna. She is charming and beautiful. He is captivated by her. They talk about art, literature, and life. Levin feels a strange attraction to her. |
| 10 | Anna’s Charm | Phase 7 | Int | Anna continues to fascinate Levin. She is natural, clever, and deeply feeling. Levin forgets his earlier judgments. He feels sorry for her and admires her. |
| 11 | Levin Returns Home | Phase 7 | Comp | Levin returns home. Kitty notices he is flushed and excited. She asks where he has been. He says he visited Anna. Kitty bursts into tears, accusing him of being in love with Anna. |
| 12 | Kitty’s Jealousy | Phase 7 | Int | Levin soothes Kitty. He admits he was captivated by Anna but insists he loves only Kitty. They reconcile. Kitty is still troubled but trusts him. |
| 13 | Kitty’s Labor Begins | Phase 7 | Turn | Kitty wakes Levin in the night. Her labor has begun. Levin panics and runs for the doctor and midwife. He prays desperately, though he is an unbeliever. |
| 14 | Levin’s Agony | Phase 7 | Int | Levin fetches the doctor. He is frantic with fear and helplessness. He prays constantly. He feels he is watching something sublime and terrible. |
| 15 | The Birth | Phase 7 | Res | Kitty gives birth to a son. Levin hears the baby’s cry and feels overwhelming joy and relief. He kisses Kitty and looks at the tiny creature. He feels a new, strange tenderness. |
| 16 | Levin Becomes a Father | Phase 7 | Int | Levin looks at his son, Dmitri, and feels not the expected joy but pity and fear. He is afraid the baby will suffer. He loves Kitty more than ever. |
| 17 | Stiva in Petersburg | Phase 7 | Exp | Stiva is in Petersburg trying to secure a lucrative new appointment. He also hopes to get a definite answer from Karenin about Anna’s divorce. He visits Karenin. |
| 18 | Stiva and Karenin | Phase 7 | Comp | Stiva asks Karenin for a final answer about the divorce. Karenin is cold and evasive. He says he needs time to think. Stiva is frustrated. |
| 19 | Seryozha | Phase 7 | Int | Stiva sees Seryozha, Anna’s son. The boy is polite but distant. Stiva asks if he remembers his mother. Seryozha says no and blushes. He is clearly wounded. |
| 20 | Stiva in Petersburg Society | Phase 7 | Exp | Stiva enjoys Petersburg society. He visits Princess Betsy and Princess Myakaya. They tell him about the mystic Landau, who influences Karenin and Countess Lidia Ivanovna. |
| 21 | The Mystic Landau | Phase 7 | Dig | Stiva visits Countess Lidia Ivanovna. Landau, a French clairvoyant, is there. Landau falls into a trance and says the last person who arrived must leave. Stiva realizes he is the one. He leaves, feeling foolish. |
| 22 | Karenin Refuses Divorce | Phase 7 | Comp | The next day, Karenin gives Stiva his final answer: he refuses to grant Anna a divorce. Stiva understands that the decision was based on Landau’s “prophecy.” He is disgusted. |
| 23 | Anna and Vronsky in Moscow | Phase 7 | Exp | Anna and Vronsky are in Moscow. Their relationship is deteriorating. Anna is jealous and irritable. Vronsky is weary of her suspicions. They quarrel constantly. |
| 24 | Anna’s Jealousy | Phase 7 | Int | Anna accuses Vronsky of preferring his mother and Princess Sorokina to her. Vronsky is cold and evasive. She feels he no longer loves her. She considers death. |
| 25 | Reconciliation | Phase 7 | Comp | After a quarrel, Vronsky tries to soothe Anna. They make up, but the underlying tension remains. Anna is not satisfied. She feels he is only pretending. |
| 26 | Anna’s Despair | Phase 7 | Int | Anna sends Vronsky a note asking him to come home. He does not come. She decides to go to the station to meet him. She feels she is going mad. |
| 27 | Anna at the Station | Phase 7 | Int | Anna goes to the station. She sends Vronsky a telegram. She waits, growing more agitated. She remembers the guard crushed by the train when she first met Vronsky. |
| 28 | Anna on the Train | Phase 7 | Int | Anna takes a train to the station where Vronsky is. She thinks about her life, her hatred of Vronsky, and her desire for revenge. She feels she is going mad. |
| 29 | Anna’s Thoughts | Phase 7 | Int | On the train, Anna’s thoughts race. She sees everyone as hateful. She decides she will punish Vronsky by dying. She recalls the peasant from her dream. |
| 30 | Anna’s Decision | Phase 7 | Turn | Anna arrives at the station. She sees Vronsky’s carriage. She decides not to confront him but to end everything. She walks to the edge of the platform. |
| 31 | The Suicide | Phase 7 | Res | Anna throws herself under the train. She feels terror for an instant, then darkness. She prays for forgiveness. The light of her life is extinguished forever. |

---

## Part 8, Chapters 1–19

| Ch | Title | Phase | Category | Summary |
|----|-------|-------|----------|---------|
| 1 | Sergey Ivanovitch’s Book | Phase 8 | Exp | Sergey Ivanovitch’s book on government is published to indifference. He is disappointed. He throws himself into the Slavonic question, which has become a public obsession. |
| 2 | Volunteers at the Station | Phase 8 | Exp | Sergey Ivanovitch and Katavasov go to the station. They see volunteers leaving for Servia. Princess Varvara tells them Vronsky is also going. Vronsky is there with his mother. |
| 3 | Katavasov Meets Volunteers | Phase 8 | Dig | Katavasov talks to the volunteers in the train. He is unimpressed by them. One is a drunk merchant, another a failed officer. He feels the enthusiasm is misguided. |
| 4 | Vronsky’s Mother | Phase 8 | Int | Sergey Ivanovitch talks to Vronsky’s mother. She tells him Vronsky is going to Servia to die. She blames Anna for ruining her son. Sergey Ivanovitch is sympathetic. |
| 5 | Vronsky’s Resolve | Phase 8 | Int | Sergey Ivanovitch speaks with Vronsky. Vronsky says he is going to Servia because his life is worthless. He is cold and distant. He boards the train. |
| 6 | Sergey Ivanovitch Arrives | Phase 8 | Exp | Sergey Ivanovitch and Katavasov arrive at Pokrovskoe. Kitty meets them. Levin is not at home. The prince is there. They talk about the war and the volunteers. |
| 7 | Kitty with Mitya | Phase 8 | Int | Kitty nurses her baby, Mitya. She thinks about Levin’s unbelief. She knows he struggles with faith but loves him anyway. She is content with her family. |
| 8 | Levin’s Spiritual Crisis | Phase 8 | Int | Levin has been tormented by thoughts of death and the meaninglessness of life. He has read all the philosophers but found no answer. He is close to suicide. |
| 9 | Levin’s Doubts | Phase 8 | Int | Levin cannot accept the materialist view that life is a meaningless bubble. He knows that most people, including the peasants, live by faith. He feels divided against himself. |
| 10 | Levin Lives by Instinct | Phase 8 | Int | Despite his doubts, Levin lives decisively. He manages his estate, cares for his family, and does what he believes is right. He acts not by reason but by an inner sense of goodness. |
| 11 | Levin Talks to a Peasant | Phase 8 | Turn | Levin talks to a peasant, Fyodor, about a neighboring landowner. Fyodor says the man lives for his belly, but a righteous man lives for God, for his soul. Levin is struck by the simplicity of this truth. |
| 12 | Levin’s Awakening | Phase 8 | Int | Levin realizes that the knowledge of good and evil cannot be reached by reason. It is given to all men. He has always known it. He has found the meaning of life: to live for God, for the soul. |
| 13 | Levin’s Faith | Phase 8 | Int | Levin recalls how children cannot understand why they should not waste things. He sees that he has been like a child, trying to destroy the very beliefs he lives by. He accepts the church’s teachings. |
| 14 | Levin’s Joy | Phase 8 | Int | Levin feels a new spiritual peace. He thanks God. He drives home, resolved to live differently. He greets his brother and Katavasov. He is happy. |
| 15 | Discussion of the War | Phase 8 | Dig | Sergey Ivanovitch argues that the Russian people have expressed their will to help the Slavs. Levin disagrees, saying the people do not know what they want. They argue hotly. |
| 16 | Levin’s Stand | Phase 8 | Int | Levin says he cannot support war because it is murder. He believes in the law of right and wrong revealed to every man. Sergey Ivanovitch quotes scripture: “I bring not peace, but a sword.” |
| 17 | The Storm | Phase 8 | Comp | A storm breaks. Levin runs to find Kitty and Mitya. They are safe under a tree. Levin is relieved. He forgives Kitty for risking the baby. |
| 18 | Levin’s Love for Mitya | Phase 8 | Int | Levin helps give Mitya his bath. He feels a new tenderness for his son. He realizes he has found love for the child, though it came through fear and pity. |
| 19 | Levin’s Conclusion | Phase 8 | Res | Levin looks at the stars and thinks about his faith. He realizes he cannot explain it to others. He will still lose his temper, argue foolishly, and pray without understanding. But his life now has a meaning of goodness that he can live by. |

---

Below is the glossary for *Anna Karenina* based on the script you’ve attached. Each entry follows the Effi Briest template: **canonical name**, **representations** (variants found in the script), **explanation**, **see also**, and **appearances** (chapter references from the script, given as Part.Ch). I’ve focused on the most important terms – roughly 50 entries – covering characters, places, and key motifs.

---

## Glossary

### Characters – Main

**Anna**  
*Representations:* Anna, Anna Arkadyevna, Anna Karenina, Madame Karenina, Anna Arkadyevna Karenina  
*Explanation:* Protagonist. Beautiful, passionate wife of Karenin. She falls in love with Vronsky, abandons her husband and son, and eventually commits suicide by throwing herself under a train. She is destroyed by society’s hypocrisy and her own consuming jealousy.  
*See also:* Vronsky, Karenin, Seryozha, The Train, The Peasant Dream  
*Appearances:* 1.18–34, 2.4–11, 2.22–28, 3.14–19, 3.23–25, 4.1–5, 4.20–23, 5.3–7, 5.16–21, 5.30–33, 6.12–17, 6.18–32, 7.23–31

**Vronsky**  
*Representations:* Vronsky, Count Vronsky, Alexey Vronsky, Alexey Kirillovitch Vronsky  
*Explanation:* Wealthy, handsome cavalry officer. He falls in love with Anna and becomes her lover. He is charming, honourable by his own code, but eventually grows weary of Anna’s jealousy. After her death he volunteers for the war in Servia.  
*See also:* Anna, Frou‑Frou, Yashvin, Serpuhovskoy  
*Appearances:* 1.11–18, 1.21–23, 1.29–31, 1.34, 2.4–7, 2.11, 2.18–26, 2.28, 3.20–24, 4.1–4, 4.17, 4.20–23, 5.3–7, 5.16–21, 5.30–33, 6.12–22, 6.24–32, 7.23–30, 8.2–5

**Karenin**  
*Representations:* Karenin, Alexey Alexandrovitch, Alexey Alexandrovitch Karenin  
*Explanation:* High‑ranking Petersburg official, Anna’s husband. Cold, formal, and ambitious. He forgives Anna on her sickbed but later refuses divorce. He raises Seryozha and Anna’s daughter alone.  
*See also:* Anna, Seryozha, Countess Lidia Ivanovna  
*Appearances:* 1.31, 1.33, 2.8–10, 2.27–29, 3.14–15, 4.1, 4.5–9, 4.18–23, 5.16–18, 7.17–22

**Levin**  
*Representations:* Levin, Konstantin Levin, Kostya, Konstantin Dmitrievitch Levin  
*Explanation:* Landowner, second protagonist. Awkward, sincere, and idealistic. He proposes to Kitty, is refused, then later marries her. He struggles with faith, the meaning of life, and modern agriculture. He finds spiritual peace through a peasant’s simple faith.  
*See also:* Kitty, Nikolay Levin, Sergey Ivanovitch, Pokrovskoe  
*Appearances:* 1.5–11, 1.24–27, 2.12–17, 3.1–6, 3.9–13, 3.26–32, 4.9–16, 5.1–2, 5.8–15, 5.22–29, 6.1–11, 7.1–16, 8.6–19

**Kitty**  
*Representations:* Kitty, Katerina Alexandrovna, Princess Kitty, Kitty Shtcherbatskaya  
*Explanation:* Youngest daughter of the Shtcherbatsky family. She refuses Levin, is infatuated with Vronsky, then humiliated at a ball. She falls ill, recovers abroad, and eventually marries Levin. She becomes a devoted wife and mother.  
*See also:* Levin, Vronsky, Dolly, Princess Shtcherbatskaya  
*Appearances:* 1.6, 1.9, 1.12–15, 1.20–23, 1.28, 2.1–3, 2.30–35, 4.9–16, 5.1–2, 5.8–15, 5.22–29, 6.1–11, 7.1–12, 8.6–7

**Stiva**  
*Representations:* Stiva, Stepan Arkadyevitch, Stepan Arkadyevitch Oblonsky, Oblonsky  
*Explanation:* Anna’s brother, Dolly’s husband. A pleasure‑loving, amiable, unfaithful husband. He works as a government official and is well liked. He mediates between Anna and Karenin and between Levin and Kitty.  
*See also:* Dolly, Anna  
*Appearances:* 1.1–6, 1.10–11, 1.17, 1.20–21, 1.28, 2.14–17, 4.7–9, 4.22–23, 5.25–29, 6.6–11, 7.17–22

**Dolly**  
*Representations:* Dolly, Darya Alexandrovna, Darya Alexandrovna Oblonskaya  
*Explanation:* Stiva’s wife, Kitty’s sister. She discovers Stiva’s infidelity and is devastated. She reconciles with him after Anna’s intervention. She is a devoted mother, often struggling with money and her husband’s betrayals.  
*See also:* Stiva, Kitty, Anna  
*Appearances:* 1.1–4, 1.19–20, 1.28, 2.2–3, 3.7–10, 5.22, 5.30–33, 6.1–2, 6.12–17, 6.23

**Seryozha**  
*Representations:* Seryozha, Sergey Alexeyevitch, Sergey Alexeyevitch Karenin  
*Explanation:* Anna and Karenin’s son. A sensitive, intelligent boy. After Anna leaves, he is raised by Karenin and Countess Lidia Ivanovna. He is taught to forget his mother. Anna’s secret visit to him is one of the most painful scenes in the novel.  
*See also:* Anna, Karenin  
*Appearances:* 1.32, 4.5, 5.16–18, 7.19

**Annie**  
*Representations:* Annie, Anna’s daughter, the little girl  
*Explanation:* Anna and Vronsky’s daughter. She is born in Part 4. After Anna’s death, Karenin takes custody of her. She is largely a passive figure, representing the illegitimacy of Anna’s affair.  
*See also:* Anna, Vronsky, Karenin  
*Appearances:* 4.18–19, 5.32, 6.21, 8.5

**Nikolay Levin**  
*Representations:* Nikolay Levin, Nikolay Dmitrievitch  
*Explanation:* Levin’s elder brother. A dissipated, consumptive socialist who has wasted his fortune. He lives with Marya Nikolaevna. Levin visits him several times; he dies in Part 5, an event that deeply affects Levin.  
*See also:* Levin, Marya Nikolaevna  
*Appearances:* 1.8, 1.24–25, 3.31–32, 5.11–15

**Sergey Ivanovitch**  
*Representations:* Sergey Ivanovitch, Sergey Ivanovitch Koznishev, Koznishev  
*Explanation:* Levin’s half‑brother. A famous intellectual, writer, and philosopher. He is involved in the Slavonic movement. He considers proposing to Varenka but the moment passes. He represents intellectual, urban Russia.  
*See also:* Levin, Varenka  
*Appearances:* 1.7–8, 3.1–3, 3.6, 4.9–10, 5.22–24, 6.1–5, 8.1–6, 8.15–16

**Princess Betsy Tverskaya**  
*Representations:* Princess Betsy, Betsy, Princess Tverskaya  
*Explanation:* Vronsky’s cousin, a fashionable Petersburg society hostess. She encourages Anna and Vronsky’s affair. She is worldly, cynical, and represents the corrupt upper class.  
*See also:* Vronsky, Anna  
*Appearances:* 2.4–7, 3.18, 4.20, 7.20

**Countess Lidia Ivanovna**  
*Representations:* Countess Lidia Ivanovna, Lidia Ivanovna  
*Explanation:* A religious, philanthropic friend of Karenin. She is intensely pious and becomes Karenin’s confidante after Anna’s departure. She influences Karenin against divorce and helps raise Seryozha.  
*See also:* Karenin  
*Appearances:* 1.32, 2.4, 5.16, 7.20–21

**Varenka**  
*Representations:* Varenka, Mademoiselle Varenka  
*Explanation:* A companion to Madame Stahl at the German spa. Kitty befriends her and tries to imitate her charitable, serene manner. Sergey Ivanovitch considers proposing to her but does not. She represents selfless goodness.  
*See also:* Kitty, Sergey Ivanovitch, Madame Stahl  
*Appearances:* 2.30–35, 5.23–24, 6.1–5

**Princess Shtcherbatskaya**  
*Representations:* Princess Shtcherbatskaya, the princess, Kitty’s mother  
*Explanation:* Mother of Dolly, Natalia, and Kitty. She is ambitious for her daughters, favoring Vronsky over Levin for Kitty. She is a typical aristocratic mother.  
*See also:* Kitty, Dolly, Prince Shtcherbatsky  
*Appearances:* 1.12–15, 2.1–3, 2.30–35, 4.9–16, 5.1–2, 5.14, 6.1–2

**Prince Shtcherbatsky**  
*Representations:* Prince Shtcherbatsky, the old prince, Kitty’s father, Prince Alexander Dmitrievitch Shtcherbatsky
*Explanation:* Father of Dolly, Natalia, and Kitty. He is skeptical, witty, and prefers Levin to Vronsky. He is kind to Levin and helps restore Kitty’s spirits abroad.  
*See also:* Kitty, Levin  
*Appearances:* 1.12–15, 2.34–35, 4.9–10, 5.1, 8.6

**Agafea Mihalovna**  
*Representations:* Agafea Mihalovna, Levin’s nurse  
*Explanation:* Levin’s old nurse and housekeeper. She is devoted to him and later to Kitty. She represents the simple, faithful peasant world that Levin admires.  
*See also:* Levin  
*Appearances:* 1.26–27, 3.1, 5.9, 7.15

**Yashvin**  
*Representations:* Yashvin, Captain Yashvin  
*Explanation:* A gambler and rake, Vronsky’s best friend in the regiment. He is fearless, cynical, and a heavy gambler. Vronsky trusts him completely. He persuades Vronsky to go to Servia.  
*See also:* Vronsky  
*Appearances:* 2.20, 2.24, 5.3, 7.7, 8.5

**Petritsky**  
*Representations:* Petritsky  
*Explanation:* Vronsky’s comrade in the regiment. He is a fun‑loving, dissolute young officer who shares Vronsky’s apartment. He represents the carefree bachelor world Vronsky leaves behind.  
*See also:* Vronsky  
*Appearances:* 1.34, 2.20

**Katavasov**  
*Representations:* Katavasov, Fyodor Vassilievitch Katavasov  
*Explanation:* Professor of natural science, friend of Levin. He is cheerful, argumentative, and interested in the Slavonic movement. He visits Levin in the country.  
*See also:* Levin  
*Appearances:* 8.2–3, 8.6, 8.15

**Sviazhsky**  
*Representations:* Sviazhsky, Nikolay Ivanovitch Sviazhsky  
*Explanation:* Marshal of the district, a friend of Levin. He is a liberal landowner who lives in contradiction to his own beliefs. Levin finds him puzzling. He appears at the elections.  
*See also:* Levin  
*Appearances:* 3.26–27, 6.19–20

**Marya Nikolaevna**  
*Representations:* Marya Nikolaevna  
*Explanation:* Nikolay Levin’s common‑law wife. She is devoted to him despite his abuse. After his death, she writes to Levin. She represents the degraded but faithful lower class.  
*See also:* Nikolay Levin  
*Appearances:* 1.25, 5.11–15

**Madame Stahl**  
*Representations:* Madame Stahl  
*Explanation:* An invalid, wealthy, religious woman living at the German spa. She is Varenka’s patron. Kitty admires her piety but later suspects it is a pose.  
*See also:* Varenka, Kitty  
*Appearances:* 2.30–34

**Laska**  
*Representations:* Laska  
*Explanation:* Levin’s faithful setter bitch. She accompanies him on his hunting trips and is a symbol of his connection to nature and the countryside.  
*See also:* Levin  
*Appearances:* 1.26, 2.12, 2.14–15, 3.5, 5.27, 6.9–10

**Frou‑Frou**  
*Representations:* Frou‑Frou  
